,N_to_C.logFC,N_to_C.AveExpr,N_to_C.t,N_to_C.P.Value,N_to_C.adj.P.Val,N_to_C.B,N_to_C.N_AVG,N_to_C.C_AVG,N_to_C.deltaBeta,N_to_C.CHR,N_to_C.MAPINFO,N_to_C.Strand,N_to_C.Type,N_to_C.gene,N_to_C.feature,N_to_C.cgi,N_to_C.feat.cgi,N_to_C.UCSC_Islands_Name,N_to_C.SNP_ID,N_to_C.SNP_DISTANCE
cg18128212,-0.232238643160805,0.539080672363986,-4.44392404984699,0.000109096357675335,0.0454569846606745,0.889806204915428,0.426707135350694,0.658945778511498,0.232238643160805,1,26199190,R,II,PAQR7,TSS1500,shelf,TSS1500-shelf,chr1:26201722-26202516,rs140083019;rs13373759;rs142900456;rs576340710;rs542038081,46;43;39;9;2
cg16228365,0.123154091135042,0.557768975107859,4.44378872665301,0.000109137857670109,0.0454569846606745,0.889436633238932,0.617359664366749,0.494205573231708,-0.123154091135041,17,38738720,F,I,,IGR,opensea,IGR-opensea,,rs527326229;rs549084654;rs567398034,22;24;41
cg01491871,-0.212630489996152,0.235570415755741,-4.44327447227234,0.000109295708202624,0.0454569846606745,0.888032209469707,0.132684694789861,0.345315184786013,0.212630489996152,6,36483082,R,II,STK38,Body,opensea,Body-opensea,,rs557914314;rs115363038;rs370328632,21;10;1
cg08287985,-0.233512461316582,0.292410482328853,-4.44298421334808,0.000109384902967531,0.0454569846606745,0.887239529316217,0.179420581691798,0.412933043008379,0.233512461316582,17,62277872,R,II,TEX2,Body,opensea,Body-opensea,,rs182050785,39
cg16659510,0.0839355334860817,0.844590482172655,4.44296943169605,0.000109389447204021,0.0454569846606745,0.887199161762526,0.885204449988501,0.80126891650242,-0.0839355334860816,16,87996870,F,I,BANP,5'UTR,opensea,5'UTR-opensea,,rs550212172;rs189619635;rs529418546;rs547913312;rs566548142,2;32;33;34;40
cg23479221,-0.123918947265553,0.211335122184376,-4.44280469636009,0.000109440103462407,0.0454569846606745,0.886749284039069,0.151374341249431,0.275293288514984,0.123918947265553,17,72429670,R,I,GPRC5C,TSS200,shore,TSS200-shore,chr17:72426783-72428977,rs528011283;rs547951304;rs567722480,47;44;43
cg07701049,0.0820577378184979,0.791590947974915,4.44245230864839,0.000109548540922475,0.0454569846606745,0.88578695524342,0.831296304983866,0.749238567165368,-0.0820577378184977,8,141559946,R,I,EIF2C2,Body,shore,Body-shore,chr8:141559164-141559368,rs118008928;rs562621888;rs533285505;rs542470993;rs560429255;rs527747288,50;49;45;34;32;13
cg02374207,-0.221148964017809,0.192257008122741,-4.44233905089557,0.000109583415394972,0.0454569846606745,0.88547766503915,0.0852494448883172,0.306398408906126,0.221148964017809,11,63852804,R,II,MACROD1,Body,island,Body-island,chr11:63852803-63853082,rs115903832;rs547511162,33;2
cg22965600,-0.130272898402218,0.209218414428842,-4.44218965572181,0.000109629434148972,0.0454569846606745,0.885069691258331,0.146183141008414,0.276456039410632,0.130272898402218,10,29824383,R,II,SVIL,Body,opensea,Body-opensea,,rs552381640,48
cg07062764,-0.236126717934536,0.272911074267569,-4.44209114968209,0.000109659787791674,0.0454569846606745,0.884800688862737,0.158656210750858,0.394782928685394,0.236126717934536,3,170744540,R,II,SLC2A2,5'UTR,shore,5'UTR-shore,chr3:170746072-170746292,rs372965718,35
cg05324597,-0.155902420448798,0.532727459266035,-4.44198679973601,0.000109691951244318,0.0454569846606745,0.884515729090238,0.457290804210165,0.613193224658963,0.155902420448798,20,58756236,F,II,MIR646HG,Body,opensea,Body-opensea,,rs557367216;rs560142682,38;45
cg07264323,-0.183994592338755,0.212828977322057,-4.4419676946733,0.00010969784094787,0.0454569846606745,0.88446355695641,0.12379933586782,0.307793928206576,0.183994592338755,1,57490710,R,II,DAB1,Body,opensea,Body-opensea,,rs188228101;rs180975745;rs146825800,8;1;0
cg26974062,0.23720649974552,0.262528900249829,4.44148804195969,0.000109845810728389,0.0454918213853743,0.88315373516184,0.377306238836371,0.140099739090851,-0.23720649974552,1,145440734,R,II,TXNIP,Body,opensea,Body-opensea,,rs150672123,1
cg16101008,0.141967625410391,0.713845668350947,4.44116553129408,0.000109945414202055,0.0455065987034879,0.882273048083374,0.782539680646297,0.640572055235907,-0.14196762541039,1,10698719,F,I,CASZ1,3'UTR,island,3'UTR-island,chr1:10698299-10698910,rs541044162,13
cg07481697,0.189387479537409,0.532867207873639,4.44029896143532,0.000110213486506357,0.0455152262254279,0.879906749167814,0.624506310875611,0.435118831338202,-0.189387479537409,2,105955171,F,II,C2orf49,Body,shore,Body-shore,chr2:105953744-105954249,,
cg12745003,0.154647081946377,0.774082261711359,4.44023423818014,0.000110233534496803,0.0455152262254279,0.879730016289128,0.848911494911219,0.694264412964842,-0.154647081946377,2,23659593,R,II,KLHL29,5'UTR,opensea,5'UTR-opensea,,rs369856971;rs115603006,48;7
cg19115548,-0.110728479739501,0.206418190266219,-4.43963133436165,0.000110420457015141,0.0455152262254279,0.878083755782237,0.152839893618074,0.263568373357574,0.110728479739501,3,39147888,F,II,TTC21A,TSS1500,shore,TSS1500-shore,chr3:39148377-39149400,rs539751413,30
cg01213231,0.0697686269878809,0.80720546698691,4.43956907972518,0.000110439776110612,0.0455152262254279,0.877913768756998,0.840964480045562,0.771195853057682,-0.0697686269878804,12,54806218,F,I,ITGA5,Body,opensea,Body-opensea,,rs543431959;rs192250876,14;40
cg18251761,-0.224411083604675,0.218707699467875,-4.43955469368148,0.000110444240918007,0.0455152262254279,0.877874487560836,0.110121691272064,0.33453277487674,0.224411083604676,1,177787250,R,II,,IGR,opensea,IGR-opensea,,rs115084098,2
cg18680977,-0.0945224414117949,0.0929413789473092,-4.43916162393664,0.000110566301929271,0.0455152262254279,0.876801217559475,0.0472047137480535,0.141727155159848,0.094522441411795,7,27155039,R,I,HOXA3,5'UTR,island,5'UTR-island,chr7:27154999-27155426,,
cg01823853,-0.167508035358436,0.269813457499198,-4.43913613285553,0.000110574222350047,0.0455152262254279,0.876731615263596,0.188761182325761,0.356269217684198,0.167508035358437,7,27646144,R,II,HIBADH,Body,opensea,Body-opensea,,rs184114573,24
cg15670214,-0.0835021459251091,0.857067230261831,-4.43910028118339,0.000110585362895281,0.0455152262254279,0.876633723955722,0.81666296610452,0.900165112029629,0.0835021459251095,19,40748533,R,II,AKT2,Body,opensea,Body-opensea,,rs143335817;rs201717577;rs148339167,48;18;2
cg27156529,-0.176238525445182,0.259111754117157,-4.43901777161487,0.000110611006129429,0.0455152262254279,0.876408436048099,0.173835048256585,0.350073573701767,0.176238525445182,1,144922186,F,II,PDE4DIP,ExonBnd,opensea,ExonBnd-opensea,,rs200252029;rs142136172;rs139387473,8;48;50
cg05506971,0.0878089178169958,0.766928167436069,4.43888398449874,0.000110652598468653,0.0455152262254279,0.876043139341166,0.809416353476551,0.721607435659556,-0.0878089178169955,11,9423684,R,II,IPO7,Body,opensea,Body-opensea,,rs145322247;rs550957926,24;5
cg25247976,-0.153854869919154,0.122601621714228,-4.4385954942867,0.000110742338260598,0.0455152262254279,0.875255443693594,0.048155716914637,0.202010586833792,0.153854869919154,10,129239566,F,II,DOCK1,Body,opensea,Body-opensea,,rs532071667;rs870418;rs548586864,0;17;48
cg02770133,0.110968469324375,0.722902185958511,4.43844358322519,0.000110789621717006,0.0455152262254279,0.874840668779333,0.776596606599338,0.665628137274963,-0.110968469324375,9,130524879,F,I,SH2D3C,TSS200,opensea,TSS200-opensea,,rs371260775;rs542235980;rs562023210,0;36;38
cg00573124,-0.136176213632609,0.180467433671949,-4.43841860303434,0.000110797398900518,0.0455152262254279,0.874772463637444,0.114575717398106,0.250751931030715,0.136176213632609,9,139011777,R,II,C9orf69,TSS1500,shore,TSS1500-shore,chr9:139009862-139011272,,
cg16083838,0.14315573445134,0.702859097934325,4.43801152855435,0.00011092421117792,0.0455410415824015,0.873661010793563,0.772128001701103,0.628972267249763,-0.14315573445134,11,2889809,R,II,KCNQ1DN,TSS1500,shore,TSS1500-shore,chr11:2890388-2891337,rs556113990;rs577697816,39;25
cg06670550,0.103074143366567,0.800076572752653,4.43684984872354,0.000111286888989144,0.0455823324585574,0.870489338172934,0.849951158252605,0.746877014886039,-0.103074143366566,17,61853694,R,II,DDX42,5'UTR,shore,5'UTR-shore,chr17:61850684-61852062,,
cg16175124,-0.206420650774651,0.370215846617814,-4.43678668050701,0.000111306643773763,0.0455823324585574,0.870316878088076,0.270334886565564,0.476755537340214,0.206420650774651,1,235872320,R,II,LYST,Body,opensea,Body-opensea,,rs75360039,1
cg08388448,-0.269530891295799,0.259888486950124,-4.43670628536117,0.000111331791004483,0.0455823324585574,0.870097386233,0.12947031374248,0.399001205038278,0.269530891295799,2,119978278,R,II,,IGR,shelf,IGR-shelf,chr2:119981079-119981818,rs62159634;rs527742279;rs552642274,41;12;9
cg01717201,-0.15922886660278,0.244593626575304,-4.43657467970012,0.00011137296877935,0.0455823324585574,0.869738083031107,0.167547400799765,0.326776267402545,0.15922886660278,17,48174262,F,II,PDK2,Body,shore,Body-shore,chr17:48172460-48172994,rs571275667;rs527457965,1;14
cg13759953,0.154398744088912,0.759233397082838,4.43620289764702,0.000111489376177763,0.0455823324585574,0.868723073705102,0.833942466803279,0.679543722714367,-0.154398744088912,15,81589201,F,I,IL16,TSS200,opensea,TSS200-opensea,,rs74434948;rs576211271;rs538610339,0;1;30
cg27044931,0.094655468757086,0.778123949737998,4.43613399671746,0.000111510962726608,0.0455823324585574,0.868534967813976,0.823924983007555,0.72926951425047,-0.0946554687570855,17,5488426,F,II,NLRP1,TSS1500,opensea,TSS1500-opensea,,,
cg17115881,-0.262456893943663,0.228096107484645,-4.43607359362839,0.00011152989031699,0.0455823324585574,0.868370062289659,0.101100836221582,0.363557730165245,0.262456893943663,3,52738135,R,II,GLT8D1,TSS1500,shore,TSS1500-shore,chr3:52739537-52740426,rs78109019;rs142383492,44;21
cg07424889,-0.240469997373939,0.340767076411526,-4.43605088071158,0.00011153700833785,0.0455823324585574,0.868308054228059,0.224410626069297,0.464880623443237,0.24046999737394,7,4768247,R,II,FOXK1,Body,shelf,Body-shelf,chr7:4764684-4765252,rs535606351;rs553697469,38;31
cg27485152,-0.312331653633076,0.280107048463322,-4.43514626152019,0.000111820873416459,0.0456721226705593,0.865838423632767,0.128978828963447,0.441310482596522,0.312331653633076,8,142311034,F,II,,IGR,opensea,IGR-opensea,,rs547963534,16
cg16214653,0.133465537631787,0.801525219507436,4.43477993095514,0.000111936029351084,0.0456929418528438,0.864838361572406,0.866105318361527,0.73263978072974,-0.133465537631787,15,100048500,R,I,,IGR,opensea,IGR-opensea,,rs148105807,23
cg11261747,-0.193957117336129,0.271220289712359,-4.43418875211214,0.000112122113755959,0.0456987350996917,0.863224510978811,0.17737007164649,0.371327188982619,0.193957117336129,14,96129824,R,II,TCL6,Body,opensea,Body-opensea,,rs142736022;rs137992440;rs540797331,21;17;2
cg00855243,0.0754496529364466,0.856664196707796,4.43417246048293,0.000112127246175981,0.0456987350996917,0.863180037303186,0.893172093289947,0.817722440353501,-0.075449652936446,9,80046651,R,I,GNA14,Body,opensea,Body-opensea,,rs570699972;rs539524948;rs553130524,48;2;1
cg14131824,-0.132976127898367,0.137686593631412,-4.43412310503587,0.00011214279624723,0.0456987350996917,0.863045304621097,0.0733433059386536,0.20631943383702,0.132976127898367,17,1490487,R,II,SLC43A2,Body,shore,Body-shore,chr17:1492086-1492322,rs553175417;rs140466120,17;1
cg12173921,-0.145114680845157,0.266534968892007,-4.43336938657348,0.000112380530190769,0.045732402722466,0.860987807832807,0.196318187837899,0.341432868683056,0.145114680845157,13,53815074,R,II,,IGR,opensea,IGR-opensea,,rs117151924;rs117460221;rs191262269;rs528518300,21;20;10;2
cg04576058,-0.196155608441508,0.224175484720311,-4.43333662245002,0.000112390875778423,0.045732402722466,0.860898370081227,0.12926148063571,0.325417089077219,0.196155608441508,1,44793357,R,II,ERI3,5'UTR,opensea,5'UTR-opensea,,rs535446240;rs147697210,31;21
cg16084133,-0.210225329452584,0.21012408473346,-4.4332225272183,0.000112426909800228,0.045732402722466,0.860586920051533,0.108402151127371,0.318627480579955,0.210225329452584,22,28074146,F,II,,IGR,island,IGR-island,chr22:28073920-28074244,rs553167951,34
cg15752436,0.0570402597835606,0.893261888039732,4.43304699023522,0.000112482370924228,0.045732402722466,0.860107753298266,0.920862013741454,0.863821753957895,-0.0570402597835594,17,20937757,R,II,USP22,Body,opensea,Body-opensea,,rs183991350;rs575471328;rs143910565,48;18;12
cg12720971,0.0835094646560901,0.84061598143954,4.43249433192827,0.000112657160784561,0.0457426941386221,0.858599175820438,0.881023786918293,0.797514322262203,-0.0835094646560894,19,695642,R,II,PRSSL1,TSS200,opensea,TSS200-opensea,,rs532624077,10
cg03731464,-0.07969364178162,0.108395638737771,-4.43232532362323,0.000112710666854412,0.0457426941386221,0.858137845610501,0.0698341991660198,0.14952784094764,0.07969364178162,12,2801158,F,II,CACNA1C,3'UTR,shore,3'UTR-shore,chr12:2800139-2801062,rs114602057;rs113956235;rs368981096,0;17;39
cg07997221,-0.260166213011073,0.487896753684166,-4.4319511254676,0.000112829223109515,0.0457426941386221,0.857116435463166,0.362009876420744,0.622176089431817,0.260166213011073,11,63917707,F,II,MACROD1,Body,opensea,Body-opensea,,rs570691017,13
cg05875634,0.135363935301157,0.597179409195778,4.43132653965531,0.000113027383889988,0.0457426941386221,0.855411606372256,0.662678087567306,0.527314152266149,-0.135363935301157,17,7392686,F,II,POLR2A,Body,opensea,Body-opensea,,rs555657694;rs574067565,42;47
cg02864248,0.0720425537508163,0.817368707016282,4.4311793587549,0.000113074129702574,0.0457426941386221,0.855009877896213,0.852228007218289,0.780185453467474,-0.0720425537508155,15,91411838,R,II,FURIN,TSS200,shelf,TSS200-shelf,chr15:91414311-91415427,,
cg19057304,-0.118421821510418,0.147282416783462,-4.43117669316911,0.000113074976489886,0.0457426941386221,0.85500260223689,0.0899815354074531,0.208403356917871,0.118421821510418,2,208684809,R,II,,IGR,opensea,IGR-opensea,,rs564647757,5
cg14842788,0.199450752110979,0.658527412775582,4.43114352136441,0.000113085514834686,0.0457426941386221,0.854912060579635,0.755035841216378,0.555585089105399,-0.199450752110979,4,77555484,F,II,SHROOM3,Body,opensea,Body-opensea,,rs571114355;rs184230155;rs116205228,0;1;16
cg09660008,-0.176429956870297,0.21219295507761,-4.43107415327317,0.000113107555511446,0.0457426941386221,0.854722722452163,0.126823621108111,0.303253577978408,0.176429956870297,21,46847598,R,II,COL18A1,Body,island,Body-island,chr21:46847505-46847773,rs530751689,18
cg17738778,-0.147399827775966,0.234972680097369,-4.43097885190505,0.000113137843029369,0.0457426941386221,0.854462601190209,0.163650182786418,0.311050010562384,0.147399827775966,7,2727059,R,II,AMZ1,TSS1500,shore,TSS1500-shore,chr7:2727682-2728392,rs147764473,20
cg07275439,-0.170959892703368,0.205808193892083,-4.43093992270004,0.000113150217341934,0.0457426941386221,0.854356345808893,0.123085665164647,0.294045557868015,0.170959892703368,16,4663601,R,II,FAM100A,Body,shore,Body-shore,chr16:4664006-4666782,rs543846187;rs563726017;rs149666234,42;17;1
cg07744832,-0.204378765172455,0.452989590494192,-4.4305591545844,0.000113271321595921,0.0457470542206343,0.853317067523297,0.354096639604295,0.55847540477675,0.204378765172455,12,100537267,F,II,UHRF1BP1L,TSS1500,shore,TSS1500-shore,chr12:100535916-100536620,rs568451296,39
cg08711729,-0.205578903616495,0.2692695589603,-4.43050196621538,0.000113289521570784,0.0457470542206343,0.853160977664198,0.169795895920061,0.375374799536556,0.205578903616495,12,117100900,F,II,,IGR,opensea,IGR-opensea,,rs529561810,18
cg05595388,-0.208280754448164,0.315497833496623,-4.42945692071329,0.000113622613053123,0.0458065304700772,0.850308702985276,0.214716823279769,0.422997577727934,0.208280754448165,9,131626297,F,II,CCBL1,5'UTR,opensea,5'UTR-opensea,,rs538565124,44
cg14731044,-0.121526012140061,0.780809683862407,-4.42941508216321,0.000113635968567629,0.0458065304700772,0.850194514559535,0.722006774762378,0.843532786902439,0.121526012140061,11,19259298,R,II,E2F8,Body,shelf,Body-shelf,chr11:19261912-19262156,rs568955346;rs60143450,43;24
cg03752935,0.1257416805025,0.88248999660884,4.42931918592173,0.000113666585994689,0.0458065304700772,0.84993278926879,0.943332745239082,0.817591064736582,-0.1257416805025,10,128592524,R,II,DOCK1,TSS1500,shore,TSS1500-shore,chr10:128593609-128595048,rs541996965;rs184666687;rs140194430,47;46;35
cg02658964,-0.188534319863593,0.25323203028708,-4.42917578775438,0.00011371238489971,0.0458065304700772,0.849541421233772,0.162005746482116,0.350540066345709,0.188534319863593,3,128903787,R,II,CNBP,TSS1500,shore,TSS1500-shore,chr3:128902134-128902978,,
cg11032474,0.0905994189501468,0.147248350242631,4.42903137649745,0.000113758525814458,0.0458065304700772,0.84914729080414,0.191086778766895,0.100487359816749,-0.0905994189501467,16,67312928,R,II,PLEKHG4,TSS1500,island,TSS1500-island,chr16:67312896-67313731,rs558413780,21
cg26977859,-0.196515115652697,0.492918399300384,-4.42868796645609,0.000113868323325146,0.0458183433385948,0.848210058806879,0.397830440113595,0.594345555766293,0.196515115652698,3,172427411,F,II,NCEH1,5'UTR,shore,5'UTR-shore,chr3:172428416-172428950,rs10936731;rs540718065,15;50
cg17858697,-0.270792021317722,0.28467439117207,-4.42853713343096,0.000113916581861093,0.0458183433385948,0.847798411107519,0.153645993760269,0.424438015077991,0.270792021317722,10,102794524,F,II,SFXN3,Body,shelf,Body-shelf,chr10:102790820-102791049,rs552734042;rs570845132,47;48
cg13658683,-0.183211685845187,0.606993902098227,-4.42832166146593,0.000113985556508702,0.0458201984865423,0.847210358180712,0.518343086366685,0.701554772211872,0.183211685845187,22,24040094,F,II,RGL4,Body,opensea,Body-opensea,,rs201303381;rs558754493;rs536081029,0;1;22
cg16328936,-0.252708689965717,0.226376276987553,-4.42806305688877,0.000114068392860591,0.0458276205585643,0.84650459795289,0.104097878617045,0.356806568582762,0.252708689965717,22,25579275,F,II,KIAA1671,Body,shelf,Body-shelf,chr22:25574876-25575542,rs546590274,29
cg04270747,-0.175923306273322,0.413288236408856,-4.42779083706281,0.000114155654783956,0.0458368112537513,0.845761689167549,0.328164055954023,0.504087362227345,0.175923306273322,3,15675929,F,II,BTD,Body,opensea,Body-opensea,,,
cg12103897,0.0952037614430606,0.698566804414826,4.42735629515128,0.000114295087000539,0.045860258112755,0.844575809986394,0.744633140596952,0.649429379153892,-0.0952037614430602,19,49592617,R,I,SNRNP70,Body,shelf,Body-shelf,chr19:49588358-49589080,rs140779191;rs142356350,46;2
cg26860122,-0.213345636044358,0.385426112499684,-4.42720745048105,0.000114342885768221,0.045860258112755,0.844169613363023,0.282194353123381,0.49553998916774,0.213345636044358,13,114138716,R,II,DCUN1D2,Body,opensea,Body-opensea,,rs537458599;rs140202183;rs142906425,27;2;1
cg23095243,-0.154111786449805,0.180802306697537,-4.42596796240105,0.000114741693504757,0.0459942982909152,0.840787161133793,0.106232087447632,0.260343873897437,0.154111786449806,14,32435490,R,II,,IGR,opensea,IGR-opensea,,,
cg05021649,-0.204367981936402,0.323250524016237,-4.42555585521613,0.000114874594310054,0.0460216585874309,0.839662599692732,0.224362790821203,0.428730772757606,0.204367981936402,6,43394107,F,II,ABCC10,TSS1500,shore,TSS1500-shore,chr6:43395188-43395894,rs535686422,0
cg15071405,-0.242624799985258,0.246059134739885,-4.42515522059655,0.000115003941263858,0.0460415582307784,0.838569364909969,0.128660037972824,0.371284837958082,0.242624799985258,6,135224899,R,II,,IGR,opensea,IGR-opensea,,,
cg22918127,-0.166619087046362,0.178974900261368,-4.42500149013517,0.000115053612168592,0.0460415582307784,0.838149877034172,0.0983527613679668,0.264971848414329,0.166619087046362,1,48306692,R,II,TRABD2B,Body,opensea,Body-opensea,,rs561752589,5
cg19336198,0.124982655819897,0.703823939760222,4.42449407492636,0.000115217710623314,0.0460591304433413,0.836765302243618,0.764299418382752,0.639316762562856,-0.124982655819896,7,4746462,R,I,FOXK1,Body,opensea,Body-opensea,,,
cg14754556,-0.185973866265463,0.200755031233712,-4.42446562171736,0.00011522691926321,0.0460591304433413,0.836687663430268,0.110767676589133,0.296741542854596,0.185973866265463,13,43560111,R,II,EPSTI1,Body,opensea,Body-opensea,,rs185778828;rs143287496;rs570845802,35;18;1
cg26034769,-0.22013959904132,0.246274692061756,-4.42407417449674,0.000115353681756071,0.0460684019551166,0.835619551685584,0.13975553123531,0.35989513027663,0.22013959904132,18,55714670,F,II,NEDD4L,1stExon,shelf,1stExon-shelf,chr18:55710828-55712532,rs574402047;rs548087129;rs532118070;rs528148076;rs559980338,3;5;11;12;31
cg13999304,0.147237623723618,0.786822116892126,4.42399438860679,0.000115379535764966,0.0460684019551166,0.835401848440596,0.858066128371296,0.710828504647678,-0.147237623723618,3,129607809,R,II,TMCC1,5'UTR,opensea,5'UTR-opensea,,,
cg08351710,-0.149533480968261,0.203578602070007,-4.42351963931901,0.000115533493198038,0.0460799519915529,0.834106467104191,0.131223691924074,0.280757172892335,0.149533480968261,11,67016119,F,II,KDM2A,Body,shore,Body-shore,chr11:67017607-67017822,rs78203875,1
cg16187971,-0.227166735966732,0.441339587354385,-4.42286533753323,0.000115746011105245,0.0460799519915529,0.832321212240843,0.331420198983385,0.558586934950117,0.227166735966732,16,86940505,R,II,,IGR,opensea,IGR-opensea,,rs74036690,29
cg08695376,-0.258752167119851,0.321007602001075,-4.42282938548101,0.000115757699568409,0.0460799519915529,0.832223119028334,0.195804940491469,0.454557107611321,0.258752167119852,10,62661627,R,II,RHOBTB1,Body,opensea,Body-opensea,,rs573805682;rs116045534;rs562510570,49;34;25
cg02534417,-0.212488196349296,0.181678054152082,-4.42243816188773,0.000115884966757903,0.0460799519915529,0.831155697224017,0.0788611849508096,0.291349381300106,0.212488196349296,12,52346851,F,II,ACVR1B,Body,shore,Body-shore,chr12:52345531-52345903,rs570736657;rs377606729,1;13
cg06824186,-0.136696917686786,0.137958762010323,-4.42231810641378,0.00011592404920589,0.0460799519915529,0.830828139440809,0.0718150921618779,0.208512009848664,0.136696917686786,3,52320096,R,II,,IGR,shore,IGR-shore,chr3:52321783-52322054,rs188616662,22
cg07753598,-0.13404965879589,0.820841955455292,-4.42225902112021,0.000115943288416201,0.0460799519915529,0.830666932559725,0.755979217328249,0.890028876124139,0.13404965879589,2,219267634,R,II,CTDSP1,Body,shelf,Body-shelf,chr2:219271008-219271469,rs542046480;rs115211340,51;29
cg10156217,0.190822208562229,0.371931490009487,4.421759899646,0.000116105937203225,0.0460799519915529,0.829305159027499,0.464264816733146,0.273442608170917,-0.190822208562228,14,50362354,F,II,ARF6,3'UTR,shore,3'UTR-shore,chr14:50359340-50360797,rs75618848,10
cg03721109,-0.153340784528014,0.185081169171045,-4.42139193239392,0.000116225991227657,0.0460799519915529,0.82830123884071,0.110884015367168,0.264224799895182,0.153340784528014,13,21094135,F,II,CRYL1,Body,opensea,Body-opensea,,rs561662388;rs35922728,4;36
cg26215849,-0.0904077957485381,0.214299438920604,-4.42119677286244,0.000116289714336879,0.0460799519915529,0.827768794535772,0.170553731300344,0.260961527048882,0.0904077957485381,13,41837663,F,I,MTRF1,5'UTR,opensea,5'UTR-opensea,,,
cg18656183,-0.168705315801473,0.207180249355258,-4.42114057318749,0.000116308070951753,0.0460799519915529,0.827615468564855,0.12554864493519,0.294253960736663,0.168705315801473,13,26518012,F,II,ATP8A2,Body,opensea,Body-opensea,,rs539961440,1
cg10261371,-0.14127433629988,0.15193571971873,-4.42105698771298,0.000116335377947079,0.0460799519915529,0.827387428402354,0.0835771698962069,0.224851506196087,0.14127433629988,1,59782515,R,II,FGGY,5'UTR,opensea,5'UTR-opensea,,,
cg16156308,0.111612403623437,0.852664347301325,4.42088903611538,0.000116390266143203,0.0460799519915529,0.826929220930451,0.906670349054601,0.795057945431164,-0.111612403623436,5,9188345,R,II,SEMA5A,Body,opensea,Body-opensea,,rs575491942;rs544507073;rs190054353;rs182634935,43;38;27;1
cg17636033,-0.218912583552938,0.246602440768896,-4.4208249247043,0.000116411225121935,0.0460799519915529,0.826754312374332,0.140676997114248,0.359589580667186,0.218912583552938,11,128813306,R,II,TP53AIP1,TSS200,opensea,TSS200-opensea,,,
cg06825518,-0.15865805108053,0.356427421460861,-4.42075361697707,0.000116434541068525,0.0460799519915529,0.826559771453992,0.279657396744475,0.438315447825005,0.15865805108053,3,178137001,R,II,LINC01014,Body,opensea,Body-opensea,,rs6799033;rs532912207,30;10
cg27217218,-0.222260241163443,0.227843700331018,-4.42067666367332,0.000116459708166975,0.0460799519915529,0.826349829049954,0.120298422348707,0.34255866351215,0.222260241163443,12,53299003,F,II,KRT8,TSS200,shore,TSS200-shore,chr12:53297442-53297824,rs548670634;rs142313839,0;49
cg13030332,0.0634325485272987,0.891448970224206,4.42041264321202,0.000116546095312429,0.0460799519915529,0.825629539542547,0.922142138866447,0.858709590339149,-0.0634325485272985,12,115117351,F,II,TBX3,Body,shelf,Body-shelf,chr12:115120774-115122945,rs201747792;rs375420460,1;50
cg03446244,-0.074538781712021,0.182603314979313,-4.4203771499973,0.000116557713476593,0.0460799519915529,0.825532709113133,0.146536162538013,0.221074944250034,0.0745387817120211,16,86229872,R,I,,IGR,opensea,IGR-opensea,,rs564907066;rs572222179;rs149136301;rs561025877,38;31;28;1
cg23835821,0.130285691053046,0.653248509461374,4.42013166523326,0.00011663810054422,0.0460799519915529,0.824862996826105,0.716289972874139,0.586004281821093,-0.130285691053046,19,48389928,R,II,SULT2A1,TSS1500,opensea,TSS1500-opensea,,,
cg19582634,-0.244812021143774,0.238212195871796,-4.42013112196505,0.000116638278505008,0.0460799519915529,0.824861514732705,0.119754766286099,0.364566787429873,0.244812021143775,1,30422685,F,II,,IGR,opensea,IGR-opensea,,rs552558535;rs572833180;rs4949524,0;1;17
cg11722504,0.101627298076366,0.811481507709751,4.41964220093686,0.000116798545453813,0.0460846483666449,0.823527701213187,0.86065600677896,0.759028708702595,-0.101627298076365,9,112879042,F,II,PALM2-AKAP2,Body,opensea,Body-opensea,,rs146014186;rs570936203;rs538197650;rs556596110;rs574928690,0;15;17;36;41
cg21448520,-0.191554792823033,0.431672431094972,-4.41944339855502,0.000116863774582188,0.0460846483666449,0.822985361846415,0.338984628116085,0.530539420939118,0.191554792823033,22,50749571,R,II,,IGR,shelf,IGR-shelf,chr22:50745415-50746125,rs190712415;rs142677089,20;15
cg12799666,-0.180881658265219,0.282578780011698,-4.41939684494183,0.000116879054511793,0.0460846483666449,0.822858362789877,0.19505539698014,0.375937055245359,0.180881658265219,15,44066402,R,II,ELL3,Body,shelf,Body-shelf,chr15:44068586-44069792,rs143380716;rs147224616,4;2
cg12481180,-0.170367475840633,0.288051385120521,-4.41930531958472,0.000116909100927167,0.0460846483666449,0.822608680834696,0.205615509713763,0.375982985554396,0.170367475840633,1,151486549,F,II,CGN,5'UTR,shelf,5'UTR-shelf,chr1:151483573-151483902,rs115164833;rs192286237,11;49
cg12364325,-0.143860301039904,0.188648388090697,-4.41854474042329,0.000117159083438151,0.0461053449261796,0.820533854989288,0.119038565006873,0.262898866046777,0.143860301039904,2,183189416,R,II,PDE1A,Body,opensea,Body-opensea,,rs183028375;rs187522241,32;29
cg04379348,0.194061053483082,0.689415400410586,4.41843134649188,0.000117196398314526,0.0461053449261796,0.820224527639854,0.783315910160465,0.589254856677383,-0.194061053483082,19,46318762,R,II,RSPH6A,TSS200,island,TSS200-island,chr19:46318490-46319266,,
cg26122129,-0.278003241994385,0.245076819133801,-4.41814275066048,0.000117291420427303,0.0461053449261796,0.81943727423319,0.110559121394583,0.388562363388968,0.278003241994385,8,30241119,R,II,RBPMS,TSS1500,shore,TSS1500-shore,chr8:30241416-30242878,,
